Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Regional Law No. 116 “On some issues of regulation of land relations.”,2017.0,Russian Federation,"This Regional Law defines the particulars of legal regulation of land relations on the regional territory for the purpose of implementation of the powers of the Republic of Dagestan as a subject of the Russian Federation in the field of land relations established by the Constitution of the Russian Federation, Land Code of the Russian Federation and other federal laws. Priority areas of land policy of the Republic of Dagestan are: (a) ensuring state regulation of land relations with a view of preservation of particularly valuable land, agricultural lands and land of protected natural areas; (b) participation of citizens, public organizations (associations) and religious organizations in dealing with issues related to their land rights; (c) interrelation of interests of the Republic of Dagestan, municipalities of the Republic of Dagestan and other participants in land relations when accepting decisions on the regulation of land relations; (d) preservation of agricultural land as principal production means in the agro-industrial complex; (e) land-use planning of municipal units; and (f) land use exclusively in accordance with authorized specific use. This Regional Law delimits powers of the regional legislative bodies, the regional executive bodies and local government in the field of land relations. It specifies cases of allotment of public and municipal land plots free of charge, cases of lease of public land without tender, including allotment of agricultural land for pastoralism, and fixes maximum land areas of land plots allotted to citizens.",https://www.ecolex.org/details/legislation/regional-law-no-116-on-some-issues-of-regulation-of-land-relations-lex-faoc197151/?type=legislation&xsubjects=Mineral+resources&page=398,Land & soil, Legislation,"Policy/planning,Land tenure,Public land,Agricultural land,Pastoralism,Protected area,Public participation,Land-use planning,Local government,Lease","Arctic, ASIA AND THE PACIFIC, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, North Pacific, North-West Pacific",This Regional Law enters into force ten days after the date of its official publication.,ECOLEX_Legislation
Resolution No. 601 of 2017 of Georgian Government on 2018 State Program for Social Rehabilitation and Child Care,2017.0,Georgia,"This Resolution approves the State Program for Social Rehabilitation and Child Care. It consists of seven articles: Purpose of the program (1); Subprograms (components) of the program (2); Source and mechanism of the program financing (3); Beneficiaries of the program (4); Program supervision (5); Penalties (6); and Program implementation timeline (7). Subprograms (components) of the program include: Assistance sub-program aimed for families with child(ren) in crisis (Annex 1.1); Early childhood development subprogram (Annex 1.2); Child rehabilitation/habilitation subprogram (Annex 1.3); Subprogram for rehabilitation of veterans (Annex 1.4); Day center subprogram (Annex 1.5); Subprogram for supplying support items, including supplying wheelchairs for the persons disabilities and promoting their employment (Annex 1.6); Subprogram for supporting the communication of deaf people (Annex 1.7); Subprogram for providing shelter for mothers and children (Annex 1.8); Subprogram for child foster care (Annex 1.9); Subprogram for small-sized family-type houses (Annex 1.10); Subprogram for providing shelter to homeless children (Annex 1.11); Community organizations’ subprogram (Annex 1.12); Home-based care of children with severe and deep mental developmental retardation (Annex 1.13); and Specialized family-style services subprogram for children with severe and deep disabilities and health problems (Annex 1.14).",https://www.ecolex.org/details/legislation/resolution-no-601-of-2017-of-georgian-government-on-2018-state-program-for-social-rehabilitation-and-child-care-lex-faoc200796/?type=legislation&xsubjects=Mineral+resources&page=398,"Agricultural & rural development, General", ,"Economic/social/cultural rights,Social protection,Rural youth,Poverty,Human rights","Asia, Black Sea, Eastern Europe, EUROPE AND CENTRAL ASIA, Western Asia",,ECOLEX_Legislation
"Regulation of the Minister of Environment and Forestry of the R.I No. P.70/MENLHK/SETJEN/KUM.1/12/20171 on the Procedures for Implementing the Reduction of Emissions from Deforestation and Forest Degradation, Role of Conservation, Sustainable Manamenent of Forest and Enhancement of Forest Carbon Stocks.",2017.0,Indonesia,"This Regulation of the Minister of Environment and Forestry establishes the Procedures for Implementing the Reduction of Emissions from Deforestation and Forest Degradation, Role of Conservation, Sustainable Manamenent of Forest and Enhancement of Forest Carbon Stocks. It is intended as a guideline for implementing REDD+ for the National responsible party, the National REDD+ management agency and the REDD+ Implementer. This Regulation aims to achieve REDD+ implementation in accordance with the requirements of the UNFCCC COP Decree on REDD+ and be consistent with national policies, and encourage REDD+ implementers to move toward full implementation of REDD+ (result-based payments), to support the achievement of the NDC implementation target in the forestry sector. The scope of this Ministerial Regulation, includes: a) the location, approach and the REDD+ Tool; and b) monitoring, evaluation and coaching. The scope of REDD + implementation covers national areas with implementation in Sub-National. The implementation of REDD+ is carried out through efforts to reduce emissions from deforestation and forest degradation, conservation of forest carbon stocks, sustainable management of forests, and enhancement of forest carbon stocks.",https://www.ecolex.org/details/legislation/regulation-of-the-minister-of-environment-and-forestry-of-the-ri-no-p70menlhksetjenkum11220171-on-the-procedures-for-implementing-the-reduction-of-emissions-from-deforestation-and-forest-degradation-role-of-conservation-sustainable-manamenent-of-forest-and-enhancement-of-forest-carbon-stocks-lex-faoc196401/?type=legislation&xsubjects=Mineral+resources&page=398,"Air & atmosphere, Forestry", Regulation,"Emissions,Enforcement/compliance,Early warning system/emergency intervention system,Authorization/permit,Procedural matters,Forest management/forest conservation,Afforestation/reforestation,Forestry protection measures,Sustainable use","Asia, ASIA AND THE PACIFIC, East Asian Seas, Indian Ocean, South-Eastern Asia",This Ministerial Regulation enters into force on 24 January 2018.,ECOLEX_Legislation
Zoning Guidelines for the Protected Areas in Cambodia.,2017.0,Cambodia,"The purpose of the Zoning Guidelines in Protected Areas is to identify appropriate zones with particular emphasis on biodiversity role and conservation, geographic settings, and sociocultural, and economic requirements in order that various strategies for protection, conservation and sustainable use of natural resources can be introduced to achieve management objectives of the protected areas.",https://www.ecolex.org/details/legislation/zoning-guidelines-for-the-protected-areas-in-cambodia-lex-faoc204406/?type=legislation&xsubjects=Mineral+resources&page=398,"Forestry, Wild species & ecosystems", Miscellaneous,"Biodiversity,Sustainable development,Sustainable use,Classification/declassification,Ecosystem preservation,Protected area,Protection of environment,Zoning,Forest management/forest conservation","Asia, ASIA AND THE PACIFIC, East Asian Seas, Least Developed Countries, South-Eastern Asia",,ECOLEX_Legislation
Décret n° 2017-1823 du 28 décembre 2017 portant création de la chambre d'agriculture de région Ile-de-France.,2017.0,France,"Le présent décret crée la chambre d’agriculture de région Ile-de-France, qui se substitue à la chambre interdépartementale d’agriculture d’Ile-de-France, à la chambre départementale d’agriculture de Seine-et-Marne et à la chambre régionale d’agriculture Seine-et-Marne-Ile-de-France.",https://www.ecolex.org/details/legislation/decret-n-2017-1823-du-28-decembre-2017-portant-creation-de-la-chambre-dagriculture-de-region-ile-de-france-lex-faoc172272/?type=legislation&xsubjects=Mineral+resources&page=398,Agricultural & rural development, Regulation,"Agricultural development,Institution","Alps, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, North Atlantic, North Sea, North-East Atlantic, Western Europe",,ECOLEX_Legislation
Décret n° 2017-1827 du 28 décembre 2017 relatif à la direction nationale d'interventions domaniales.,2017.0,France,Le présent décret étend les missions de la direction nationale d’interventions domaniales.,https://www.ecolex.org/details/legislation/decret-n-2017-1827-du-28-decembre-2017-relatif-a-la-direction-nationale-dinterventions-domaniales-lex-faoc172270/?type=legislation&xsubjects=Mineral+resources&page=398,Land & soil, Regulation,"Land-use planning,Institution","Alps, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, North Atlantic, North Sea, North-East Atlantic, Western Europe",,ECOLEX_Legislation
National Programme for Agriculture for the period 2018-2020.,2017.0,Serbia,"National Programme for Agriculture of the Republic of Serbia for the period 2018-2020, based on the strategic elaboration and implementing rules, sets out the objectives of the national agricultural development sector. Aim of the National Programme for Agriculture is to support the development of agriculture, and in particular to adapt agricultural policy and its implementation to European Union requirements. The text contains detailed indications on several agricultural and deriving food products and their market measures (such as fruits and vegetables, poultry products, meat, viticulture, sugar, honey, milk and dairy products, and other).",https://www.ecolex.org/details/legislation/national-programme-for-agriculture-for-the-period-2018-2020-lex-faoc172748/?type=legislation&xsubjects=Mineral+resources&page=398,Agricultural & rural development, ,"Policy/planning,Agricultural development,Financial agricultural measures,Fiscal and market measures,Subsidy/incentive,Credit","Europe, EUROPE AND CENTRAL ASIA",This Regulation enters into force on the day of its adoption.,ECOLEX_Legislation
Presidential Decree No. 466 amending Presidential Decree No. 214 on forest conservation measures.,2017.0,Belarus,"The President authorizes the state environmental research institution ""Polesie State radiation-ecological reserve"" to use industrial wood obtained as a result of intermediate felling and timber extraction (with the exception of hardwoods and plywood raw materials) for its industrial facilities and for proper consumption without placing on the exchange trades of the open joint-stock company ""Belarusian Universal Commodity Exchange"".",https://www.ecolex.org/details/legislation/presidential-decree-no-466-amending-presidential-decree-no-214-on-forest-conservation-measures-lex-faoc173484/?type=legislation&xsubjects=Mineral+resources&page=398,Forestry, Legislation,"Timber,Timber extraction/logging,Forest management/forest conservation","CIS (Commonwealth of Independent States), Eastern Europe, Europe, EUROPE AND CENTRAL ASIA",This Presidential Decree enters into force after its official publication.,ECOLEX_Legislation
Resolución Nº 012-2017-INACAL ─ Aprueba los Patrones Nacionales de Longitud.,2017.0,Peru,"La presente Resolución del Instituto Nacional de Calidad (INACAL), aprueba los Patrones Nacionales de Longitud, los cuales están conformados por 2 juegos de bloques patrón de longitud grado K y 01 interferómetro láser de Helio-Neón. Los demás patrones de medición empleados en el país serán aprobados de manera progresiva.",https://www.ecolex.org/details/legislation/resolucion-no-012-2017-inacal-aprueba-los-patrones-nacionales-de-longitud-lex-faoc176834/?type=legislation&xsubjects=Mineral+resources&page=398,Agricultural & rural development, Regulation,"Institution,Consumer protection,Certification","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
"Regulation No 7 of 28 December 2017 on the procedure for the approval of agricultural and forestry vehicles, systems, components and separate technical units.",2017.0,Bulgaria,"This Regulation sets the procedure aimed at requesting and granting the approval as regards the market authorization and technical approval for the use of different types of agricultural and forestry vehicles, systems, components and separate technical units.",https://www.ecolex.org/details/legislation/regulation-no-7-of-28-december-2017-on-the-procedure-for-the-approval-of-agricultural-and-forestry-vehicles-systems-components-and-separate-technical-units-lex-faoc180951/?type=legislation&xsubjects=Mineral+resources&page=398,"Agricultural & rural development, Forestry", Regulation,"Equipment,Authorization/permit,Standards,Procedural matters","Black Sea, Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, European Union Countries",This Regulation enters into force on the day of its publication in the Official Gazette.,ECOLEX_Legislation
Law amending the Law on support to farmers.,2017.0,Bulgaria,"This Law amends certain issues part of the Law on support to farmers (published by the Official Gazette of the Republic of Bulgaria 58/1998, and last amended by the Gazette 58/2017).",https://www.ecolex.org/details/legislation/law-amending-the-law-on-support-to-farmers-lex-faoc180958/?type=legislation&xsubjects=Mineral+resources&page=398,Agricultural & rural development, Legislation,"Agricultural development,Farming,Financial agricultural measures,Policy/planning","Black Sea, Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, European Union Countries",This Law enters into force on the day of its adoption.,ECOLEX_Legislation
Regulation on the classification of units of local and regional self-government according to degree of development.,2017.0,Croatia,This Regulation sets the official classification of all units of local and regional self-government according to the effective degree of their overall development (national development index).,https://www.ecolex.org/details/legislation/regulation-on-the-classification-of-units-of-local-and-regional-self-government-according-to-degree-of-development-lex-faoc185367/?type=legislation&xsubjects=Mineral+resources&page=398,Environment gen., Regulation,"Classification/declassification,Local government","Europe, EUROPE AND CENTRAL ASIA, Mediterranean, Southern Europe",This Regulation enters into force on 1 January 2018.,ECOLEX_Legislation
Regulation on the development index.,2017.0,Croatia,"This Regulation establishes the official indicators for the calculation of the effective national development index, including the calculation of the value of the development index and other related issues.",https://www.ecolex.org/details/legislation/regulation-on-the-development-index-lex-faoc185368/?type=legislation&xsubjects=Mineral+resources&page=398,Environment gen., Regulation,"Local government,Classification/declassification","Europe, EUROPE AND CENTRAL ASIA, Mediterranean, Southern Europe",This Regulation enters into force on the first day after the day of its publication in the Official Gazette.,ECOLEX_Legislation
Decree No. 53.862 regulating the State Forestry Register and the environmental licensing of forestry enterprises for planted forests.,2017.0,Brazil,"This Decree, consisting of 9 articles, regulates the State Forestry Register and the environmental licensing of forestry enterprises for planted forests. The State Forestry Register, as an instruments of the State Agricultural Policy for Planted Forests, aims to carry out the mandatory forest registration of all people exploiting forestry raw material and their products with the the purpose of balancing supply and demand for timber and non-timber forestry products originating from planted forests. The Secretariat of Agriculture, Livestock and Irrigation, will keep the State Forestry Register with the statistical data of production and consumption within the State. It is under the responsibility of the Secretary of Agriculture, Livestock and Irrigation to detail the rules of the State Forestry Register, establishing the activities to be registered, exemptions, periodicity, information and documents to be submitted.",https://www.ecolex.org/details/legislation/decree-no-53862-regulating-the-state-forestry-register-and-the-environmental-licensing-of-forestry-enterprises-for-planted-forests-lex-faoc184170/?type=legislation&xsubjects=Mineral+resources&page=398,Forestry, Regulation,"Environmental planning,Legal proceedings/administrative proceedings,Registration,Forest management/forest conservation,Inspection,Monitoring,Forestry protection measures","Amazonia, Americas, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North Atlantic, South America, South Atlantic",This Decree enters into force on the day of its publication.,ECOLEX_Legislation
Acuerdo Nº 24-2017 ─ Guía metodológica para la elaboración de planes de uso público en áreas protegidas del Sistema Nacional de Áreas Protegidas y Vida Silvestre (SINAPH).,2017.0,Honduras,"El presente Acuerdo aprueba la Guía metodológica para la elaboración de planes de uso público en áreas protegidas del Sistema Nacional de Áreas Protegidas y Vida Silvestre (SINAPH). La Guía dispone que los documentos requeridos para la aprobación del Plan de Uso Público (PUP) son: 1) Documento Plan de Uso Público del área protegida, que incluya los componentes técnicos descritos en Guía Metodológica para la Elaboración de Planes de Uso Público, así como el componente presupuestario o financiero de las actividades de inversión planteadas en el mismo; 2) Dictámenes técnicos por parte de la Región Forestal u Oficina Local correspondiente; 3) Disco compacto que incluya los siguientes archivos digitales: Plan de Uso Público en versión editable, Base de datos espacial en archivos shapefile,  utilizando sistema de coordenadas UTM, Datum WGS84. El Plan de Uso Público tendrá una vigencia máxima de doce años.",https://www.ecolex.org/details/legislation/acuerdo-no-24-2017-guia-metodologica-para-la-elaboracion-de-planes-de-uso-publico-en-areas-protegidas-del-sistema-nacional-de-areas-protegidas-y-vida-silvestre-sinaph-lex-faoc185619/?type=legislation&xsubjects=Mineral+resources&page=398,"Forestry, Wild species & ecosystems", Legislation,"Protection forest,Protected area,Forest management/forest conservation,Ecosystem preservation,Biodiversity","Americas, Central America, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
Resolución Nº 648-2017 ─ Operativo forestal para garantizar el cumplimiento de la legislación vigente durante la época de zafra de madera en la provincia de Panamá y la provincia de Darién.,2017.0,Panama,"La presente Resolución autoriza la realización del Operativo Forestal 2018 para garantizar el cumplimiento de la legislación vigente durante la época de zafra de madera en el sector este de la provincia de Panamá y la provincia de Darién. Adicional al personal de las Direcciones Regionales de Panamá Este y Darién, así como sus puestos de control forestal fijos, se habilitará para el referido operativo, personal técnico del resto de las oficinas de MiAMBIENTE organizado en puestos de control forestal móviles que prestarán apoyo a lo largo de la ruta del producto forestal.",https://www.ecolex.org/details/legislation/resolucion-no-648-2017-operativo-forestal-para-garantizar-el-cumplimiento-de-la-legislacion-vigente-durante-la-epoca-de-zafra-de-madera-en-la-provincia-de-panama-y-la-provincia-de-darien-lex-faoc179226/?type=legislation&xsubjects=Mineral+resources&page=398,Forestry, Regulation,"Forest management/forest conservation,Timber extraction/logging,Concession,Transport/storage,Inspection,Timber","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific, South-Eastern Pacific",,ECOLEX_Legislation
