Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Décret n° 2019-933 du 6 septembre 2019 portant diverses dispositions relatives à la chasse et à la faune sauvage.,2019.0,France,"Le présent décret qui s’adresse aux chasseurs, aux piégeurs, aux agriculteurs, aux sylviculteurs et aux usagers de la nature, modifie les obligations comptables applicables aux comptes des fédérations départementales des chasseurs pour ce qui concerne la prévention et l'indemnisation des dégâts causés aux cultures et aux récoltes agricoles. Il modifie également les règles relatives aux procédures de délivrance ou de retrait de la validation du permis de chasser. Enfin, il procède à des ajustements du champ d'application de dispositions pénales.",https://www.ecolex.org/details/legislation/decret-n-2019-933-du-6-septembre-2019-portant-diverses-dispositions-relatives-a-la-chasse-et-a-la-faune-sauvage-lex-faoc188940/?type=legislation&xsubjects=Mineral+resources&page=199,"Agricultural & rural development, Wild species & ecosystems", Regulation,"Enforcement/compliance,Offences/penalties,Wild fauna,Hunting/capture,Dangerous animal/harmful animal,Liability/compensation,Hunting authorization/permit","Alps, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, North Atlantic, North Sea, North-East Atlantic, Western Europe",,ECOLEX_Legislation
Resolución Nº 379-2019 ─ Adopta medidas de regulación sobre aprovechamiento forestal a nivel nacional.,2019.0,Panama,"La presente Resolución adopta medidas de regulación sobre aprovechamiento forestal a nivel nacional, con la finalidad de evitar la pérdida de hábitats de alto valor de diversidad biológica, tales como los bosques primarios y los humedales. La presente Resolución suspende provisionalmente, a nivel nacional, el otorgamiento de permisos especiales de aprovechamiento forestal con carácter de subsistencia y sus modalidades, permisos especiales de regeneración manejada en fincas privadas, permisos comunitarios de aprovechamiento forestal, y concesiones de aprovechamiento forestal, en bosques naturales, por un término no mayor de un año, contado a partir de la promulgación de la presente Resolución.",https://www.ecolex.org/details/legislation/resolucion-no-379-2019-adopta-medidas-de-regulacion-sobre-aprovechamiento-forestal-a-nivel-nacional-lex-faoc190533/?type=legislation&xsubjects=Mineral+resources&page=199,Forestry, Regulation,"Forest management/forest conservation,Timber extraction/logging,Authorization/permit,Legal proceedings/administrative proceedings,Forestry protection measures","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific, South-Eastern Pacific",,ECOLEX_Legislation
Decreto Nº PCM-052-2019 ─ Crea el Programa de Desarrollo Agrícola de Honduras (PDAH).,2019.0,Honduras,"La presente Decreto crea el Programa de Desarrollo Agrícola de Honduras (PDAH), que tiene como objetivo incrementar la productividad y rentabilidad agrícola, mediante la inversión en activos productivos, así como el establecimiento de una mentalidad emprendedora, desarrollando conocimientos, capacidades, actitudes y habilidades como elemento esencial generador de riqueza y bienestar para los productores y productoras. Dicho Programa quedará adscrito a la Secretaría de Estado en el Despacho de Defensa Nacional, a través de la creación de una Dirección de Desarrollo Agrícola (C-10) en la Jefatura del Estado Mayor Conjunto para la Ejecución del Programa y quien será el ente encargado de estructurar, ejecutar y administrar el Programa. Se instruye al Programa de Crédito Solidario, la creación de productos financieros con tasas de interés competitivas que favorezcan de manera directa a los productores campesinos a través del Programa de Desarrollo Agrícola de Honduras (PDAH).",https://www.ecolex.org/details/legislation/decreto-no-pcm-052-2019-crea-el-programa-de-desarrollo-agricola-de-honduras-pdah-lex-faoc192577/?type=legislation&xsubjects=Mineral+resources&page=199,Agricultural & rural development, Regulation,"Institution,Agricultural development,Credit,Non-governmental entity","Americas, Central America, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
Ley VIII-75 – Creación del Programa de Soberanía Alimentaria Provincial.,2019.0,Argentina,"La presente Ley establece el Programa de Soberanía Alimentaria Provincial. Sus objetivos son: 1) propiciar el acceso a la tierra regularizada a fin de fomentar el arraigo, la producción y el acceso a alimentos variados y sanos desde un enfoque agroecológico; 2) promover el acceso al agua de calidad para el consumo humano y el uso productivo, su recupero y tratamiento como así también al saneamiento de aguas y arroyos; 3) garantizar el acceso a la semilla nativa y criolla producida por y para los agricultores familiares y pueblos originarios de Misiones; 4) implementar mercados locales solidarios en cada municipio, en el que se propician los principios de la economía social y la venta directa del productor familiar y sus expresiones asociativas, organizativas y cooperativas al consumidor, sin intermediarios; 5) desarrollar un sistema de compra de alimentos a los productores familiares y sus expresiones asociativas, organizativas y cooperativas, orientado al abastecimiento progresivo de las instituciones públicas que brindan servicios de alimentación, con alimentos locales sanos, frescos y de calidad; 6) fomentar el consumo de productos surgidos de la propia producción de los habitantes de la Provincia en el marco de la Ley de Fomento a la Producción Agroecológica y de la Ley de Agricultura Familiar; 7) promover el acceso a la alimentación; 8) generar una política de desarrollo planificado e integral que, por medio de la incorporación de saberes y tecnología apropiada, garantiza la producción agroecológica, la generación de valor agregado, la distribución a través del comercio justo y la economía social, y el consumo de alimentos desarrollados por productores familiares y pueblos originarios de Misiones; 9) desarrollar la investigación científica y tecnológica en materia agroalimentaria, con el objeto de mejorar la calidad nutricional de los alimentos, la productividad, la sanidad alimentaria, para proteger y enriquecer la agrobiodiversidad.",https://www.ecolex.org/details/legislation/ley-viii-75-creacion-del-programa-de-soberania-alimentaria-provincial-lex-faoc193433/?type=legislation&xsubjects=Mineral+resources&page=199,"Agricultural & rural development, Food & nutrition", Legislation,"Agroecology,Family farming,Indigenous peoples,Smallholders/peasants,Cooperative/producer organization,Policy/planning,Food security,Food sovereignty","Americas, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South Atlantic",,ECOLEX_Legislation
Ley Nº 6.141 - Desarrollo de fuentes de Energías Renovables.,2019.0,Argentina,"La presente Ley extiende el Régimen de Promoción previsto en el Capítulo II de la Ley N° 5.904 para la energía solar, al uso y aprovechamiento de otras fuentes de energía renovable no fósiles como son la energía eólica, geotérmica, hidráulica, biomasa, gases de vertedero (metano), gases de plantas de depuración y biogas, y toda otra forma de generación, denominadas ""híbridas”.",https://www.ecolex.org/details/legislation/ley-no-6141-desarrollo-de-fuentes-de-energias-renovables-lex-faoc193431/?type=legislation&xsubjects=Mineral+resources&page=200,Energy, Legislation,"Renewable energy,Bioenergy,Biofuel","Americas, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South Atlantic",,ECOLEX_Legislation
Resolución Nº 283-2019-MINAGRI ─ Aprueba la lista sectorial de las Políticas Nacionales bajo rectoría o conducción del Ministerio de Agricultura y Riego (MINAGRI).,2019.0,Peru,"La presente Resolución aprueba la lista sectorial de las Políticas Nacionales bajo rectoría o conducción del Ministerio de Agricultura y Riego (MINAGRI), de acuerdo al siguiente detalle: 1) Política Nacional Agraria; 2) Política y Estrategia Nacional de Recursos Hídricos; 3) Política Nacional Forestal y de Fauna Silvestre; 4) Estrategia Nacional de Agricultura Familiar 2015- 2021; 5) Estrategia Nacional de Seguridad Alimentaria y Nutricional 2013-2021.",https://www.ecolex.org/details/legislation/resolucion-no-283-2019-minagri-aprueba-la-lista-sectorial-de-las-politicas-nacionales-bajo-rectoria-o-conduccion-del-ministerio-de-agricultura-y-riego-minagri-lex-faoc189702/?type=legislation&xsubjects=Mineral+resources&page=200,General, Regulation,"Policy/planning,Agricultural development,Family farming,Forest management/forest conservation,Irrigation,Food security","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Law No. 99/2019 on the National Programme for Territorial Planning Policy.,2019.0,Portugal,"This Law approves the first revision of the National Programme for Territorial Planning Policy (PNPOT), approved by Law No. 58/2007 of 4 September. The PNPOT is the top instrument of the territorial management system, defines objectives and strategic options for territorial development and establishes the model of organization of the national territory. The PNPOT is the reference framework for other territorial programmes and plans as a guiding instrument for strategies with territorial impact. The PNPOT was created by the Basic Law of the Territorial and Urban Planning Policy of 1998, with the aim of providing the country with a competent instrument for the definition of a prospective, complete and integrated vision of the organization and development of the territory, promoting the coordination and articulation of public policies on a territorial basis. Climate change causes impacts in the intensity and territorial incidence of the risks associated with floods and floods, coastal overgrowths, heat waves and the occurrence of fires, with a strong impact on forest territories, generally aggravating their frequency and intensity. . Urban areas will be in a more vulnerable situation. Other environmental hazards, such as mass movement in slopes, can be aggravated in severity or frequency. Climate change is also a factor of social injustice, with consequences for intra- and inter-generational inequalities.",https://www.ecolex.org/details/legislation/law-no-992019-on-the-national-programme-for-territorial-planning-policy-lex-faoc188904/?type=legislation&xsubjects=Mineral+resources&page=200,"Agricultural & rural development, Livestock, Air & atmosphere, Food & nutrition, Fisheries, Forestry, Land & soil, Water", ,"Policy/planning,Land-use planning,Climate change,Food security,Environmental planning,Emissions,Fishery management and conservation,Food waste,Forest management/forest conservation,Protection forest,Animal health,Animal production,Biodiversity,Freshwater resources management","Europe, EUROPE AND CENTRAL ASIA, European Union Countries, North Atlantic, North-East Atlantic, Southern Europe",This Law enters into force on the day after its publication.,ECOLEX_Legislation
Government Resolution No. 737 of September 2019 on Improvement of the environmental monitoring system in Uzbekistan.,2019.0,Uzbekistan,"The Government, in order to improve and increase the efficiency of the environmental monitoring system and prevention of negative impact by forecasting its occurrence, as well as the implementation of systematic monitoring of the use of natural resources, assessment, information support of state control in the field of environmental protection, targeted and rational use of natural resources, decrees that beginning from January 1, 2021, automatic stations for the selection and analysis of samples at sources of atmospheric air pollution of newly commissioned business entities of high risk of impact on the environment, as well as stationary observation points (posts) in the adjacent territory shall be obligatorily established at the expense of business entities. Unified geoinformation database of the environmental monitoring system natural environment - an electronic system for collecting, analyzing and storing information about the state environment and pollution sources, including atmospheric air, surface water and groundwater, and land. State monitoring of the natural environment consists of: (a) monitoring of sources of pollution (emission) of atmospheric air, surface water and soil; (b) monitoring of atmospheric air pollution; (c) monitoring of surface water pollution; (d) monitoring of the qualitative composition of collector-drainage waters; (e) monitoring of groundwater pollution; (f) monitoring of dangerous geological processes; (g) monitoring of soil pollution; (h) monitoring of flora and fauna; (i) sanitary and hygienic monitoring of the natural environment; and (j) background monitoring. Objects of observation during monitoring of pollution sources shall be: (a) emissions of pollutants into the atmospheric air from stationary sources; (b) wastewater discharges into surface waterbodies; (c) surface water in the area of wastewater discharge sources; (d) groundwater in the vicinity of identified or potential sources their pollution; and (e) soil in the area of location of identified or potential pollution sources.",https://www.ecolex.org/details/legislation/government-resolution-no-737-of-september-2019-on-improvement-of-the-environmental-monitoring-system-in-uzbekistan-lex-faoc197236/?type=legislation&xsubjects=Mineral+resources&page=200,"Air & atmosphere, Environment gen., Land & soil", Regulation,"Pollution control,Monitoring,Air quality/air pollution,Emissions,Business/industry/corporations,Soil pollution/quality,Surface water,Groundwater,Effluent waste water/discharge","Aral Sea, Asia, ASIA AND THE PACIFIC, Central Asia, CIS (Commonwealth of Independent States), EUROPE AND CENTRAL ASIA, Landlocked Developing Countries, North Asia",,ECOLEX_Legislation
"Labour Proclamation, No. 1156 of 2019",2019.0,Ethiopia,"This law applies to employment relations based on a contract of employment that exist between a worker and an employer including recruitment process. The law provides extensively for contractual relations, including the elements and forms of a contract of employment, the duration of contracts of employment, the obligations of parties, among others. The law prohibits employers or managerial employees from the following acts; a) Restraining the worker in any manner from exercising his rights or take any retaliatory action against him because he exercises his right; b) Discriminating against female workers, in matters of remuneration, on the ground of their sex orientation; c) Terminating a contract of employment contrary to the provisions of this Proclamation; d) Coercing or in any manner compelling any worker to join or not to join a trade union; or to continue or cease membership of a trade union; or to require a worker to quit membership from one union and require him to join another union; or to require him to cast his vote to a certain candidate or not to a candidate in elections for trade union offices; e) Compelling any worker to execute any task which is hazardous to his life; f) Discriminating between workers on the basis of Nation, sex, religion, political outlook, HIV/AIDS disablement or disablement or any other grounds; g) Unduly delaying a collective bargaining by withholding relevant information for the negotiation or perform any other act contrary to good faith; h) Committing sexual harassment or sexual assault at workplace; i) Physically abusing anyone in a work place; j) Coercing a worker in any manner to work or discharge an obligation. In the same vein, the law states that it is unlawful for a worker/employee to; a) Intentionally commit in the workplace any act which endangers life or property; b) Take away property from the work place without the express authorization of the employer; c) Making use of falsified document or an attempt thereof; d) To use drugs prohibited by law or use alcoholic beverges and have impared physical and mental status at the work place;e) Except for HIV/AIDS test, refuse to submit himself for medical examination when required by law or by the employer for good cause; f) Refuse to observe safety and accident prevention rules and to take the necessary safety precautions; g) Conduct meeting during working hours in disregard to the time assigned by the collective agreement or without obtaining the permission of the employer; h) Commit sexual harassment or sexual violence at workplace; i) Physically abuse anyone in a work place. The law also provides for the procedure for termination of contract of employment is extensively provided for, generally a contract of employment shall only be terminated upon the initiation by the employer or worker and in accordance with the provisions of the law or a collective agreement or by the agreement of the parties. Items like procedure for termination by either party, notice of termination, severance pay and compensation, etc., are also provided for in the law. Special employment contracts are also provided for in the law, like the home work contract, contract of apprenticeship, etc. The determination of wages, salaries and compensations are also specifically provided in the law. The occupation safety and health of the working environment is also provided and preventive measures are stated with specific obligations on the employer and workers. Liability for work injuries are provided as well, with provisions on liability irrespective of fault, general liability, occupational accident, occupational disease, etc.",https://www.ecolex.org/details/legislation/labour-proclamation-no-1156-of-2019-lex-faoc204430/?type=legislation&xsubjects=Mineral+resources&page=200,"Agricultural & rural development, General", Legislation,"Contract/agreement,Governance,Agricultural development,Basic legislation,Business/industry/corporations,Environmental standards,Liability/compensation,Gender","Africa, AFRICA FAO, Eastern Africa, Landlocked Developing Countries, Least Developed Countries, Sahel",,ECOLEX_Legislation
Australian Human Rights Commission Regulations 2019.,2019.0,Australia,"The Australian Human Rights Commission Regulations 2019 repeals the Australian Human Rights Commission Regulations 1989. The Regulation provides a definition of ""discrimination"" intended as (a) distinction, exclusion or preference made on the ground of: age; or a medical record; or an irrelevant criminal record; or disability; or  marital or relationship status; or nationality; or sexual orientation; or trade union activity; (b) any distinction, exclusion or preference made on one or more of the grounds specified in subparagraphs (a)(iii) to (viii) which existed in relation to a person but which has ceased to exist in relation to that person; (c) any distinction, exclusion or preference made on the basis of the imputation to a person of any ground specified in paragraph (a) or (b).",https://www.ecolex.org/details/legislation/australian-human-rights-commission-regulations-2019-lex-faoc205429/?type=legislation&xsubjects=Mineral+resources&page=200,General, Regulation,"Human rights,Social protection,Equity,Gender","ASIA AND THE PACIFIC, Australia and New Zealand, Indian Ocean, Oceania, South Pacific",,ECOLEX_Legislation
"Environmental Protection Administration, Executive Yuan Order  for the promulgation of ""Implementation Directions During the Transition Period After Revision of Toxic and Concerned Chemical Substances Control Act"".",2019.0,,"These Implementation Directions consist of 6 Sections,  are enacted in accordance with the Toxic and and Concerned Chemical Substances Control Act.",https://www.ecolex.org/details/legislation/environmental-protection-administration-executive-yuan-order-for-the-promulgation-of-implementation-directions-during-the-transition-period-after-revision-of-toxic-and-concerned-chemical-substances-control-act-lex-faoc188994/?type=legislation&xsubjects=Mineral+resources&page=200,"Environment gen., Waste & hazardous substances", Miscellaneous,"Hazardous substances,Hazardous waste,Processing/handling,Transport/storage,Waste disposal,Waste management,Early warning system/emergency intervention system,Enforcement/compliance,Policy/planning,Authorization/permit",,,ECOLEX_Legislation
Implementation Directions During the Transition Period for Toxic and Concerned Chemical Substances Control Act.,2019.0,,"The relevant licensing documents that have been licensed, registered, approved  by competent authorities at all levels before the implementation of the amendment to Toxic and Concerned Chemical Substances Control Act shall be used up to the time limit of the original permission, except for those that should be re-applied, altered  in accordance with the provisions.",https://www.ecolex.org/details/legislation/implementation-directions-during-the-transition-period-for-toxic-and-concerned-chemical-substances-control-act-lex-faoc188986/?type=legislation&xsubjects=Mineral+resources&page=200,"Environment gen., Waste & hazardous substances", Regulation,"Hazardous substances,Authorization/permit,Registration",,,ECOLEX_Legislation
"Resolución Nº OAL-095-ADM-2019 ─ Reestructura la Unidad Ambiental del Ministerio de Desarrollo Agropecuario, que se denominará Unidad Agroambiental y Cambio Climático.",2019.0,Panama,"La presente Resolución reestructura la Unidad Ambiental (UA) del Ministerio de Desarrollo Agropecuario (MIDA), que se denominará Unidad Agroambiental y Cambio Climático, adscrita al Despacho del Ministro. El objetivo de la Unidad Agroambiental y Cambio Climático es fortalecer el Sector Agropecuario y al medio rural para enfrentar los retos que surgen de la gestión agroambiental y del cambio climático, mediante la coordinación y articulación de recursos públicos, privados y de organismos cooperantes, contenidos en políticas, estrategias, planes y proyectos, que con la aplicación de normativas agroambientales para el uso racional de los recursos naturales garantice la producción sostenida de alimentos que demanda el país.",https://www.ecolex.org/details/legislation/resolucion-no-oal-095-adm-2019-reestructura-la-unidad-ambiental-del-ministerio-de-desarrollo-agropecuario-que-se-denominara-unidad-agroambiental-y-cambio-climatico-lex-faoc192650/?type=legislation&xsubjects=Mineral+resources&page=200,"Agricultural & rural development, Environment gen.", Regulation,"Institution,Climate change,Food security,Agricultural development,Agricultural land,Sustainable development,Protection of environment,Agro-forestry,Agroecology,Freshwater resources management,Monitoring","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific, South-Eastern Pacific",,ECOLEX_Legislation
