Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Atomic Energy Law.,1998.0,Myanmar,"The aims of this Law are to develop the use of atomic energy, to ensure safety in using atomic energy, to carry out measures for the prevention of atomic radiation effects on man and on the environment, and to exchange information with foreign research institutes on knowledge and technology related to atomic energy. The Law consists of 14 Chapters divided into 39 sections.",https://www.ecolex.org/details/legislation/atomic-energy-law-lex-faoc063437/?type=legislation&xsubjects=Mineral+resources&page=3174,Energy, Legislation,"Nuclear energy,Energy conservation/energy production,Radiation,Institution,Authorization/permit,Certification,Inspection,Internal trade,International trade","Asia, ASIA AND THE PACIFIC, Indian Ocean, Least Developed Countries, South-Eastern Asia",,ECOLEX_Legislation
Oil and Gas Law (No. 77).,1998.0,Kyrgyzstan,"The purpose of this Law shall be to ensure more efficient, safe and secure functioning of fuel and energy sector. Oil and gas fields shall be the exclusive property of the state. The government shall have the following competencies: (a) to elaborate and implement development strategy for oil and gas sector; (b) to supervise over management and efficient use of oil and gas; (c) to elaborate and implement environmental protection programme against negative impact in oil and gas sector; (d) to set forth rules and regulations for subsoil management with a view of oil and gas extraction, transportation and trade thereof; (e) to provide for licensing. All activities in oil and gas sector shall be subject to licensing. In case of oil- and gas-field discovery during exploration the discoverer has preferential right to be granted licence. Licensee shall be obliged to inform the state authority a month before sale or export of oil and gas or the derivates thereof granting to the aforesaid authority the preferential right to purchase the whole stock or a part thereof. Servitude shall be granted for exploration. Licensee shall be liable for: (a) environmental pollution; (b) breach of legislation regulating oil and gas sector.",https://www.ecolex.org/details/legislation/oil-and-gas-law-no-77-lex-faoc067749/?type=legislation&xsubjects=Mineral+resources&page=3174,"Energy, Environment gen., Mineral resources", Legislation,"Oil,Natural gas,Authorization/permit,Liability/compensation,Pollution control,Exploration,Servitude","Asia, Central Asia, CIS (Commonwealth of Independent States), EUROPE AND CENTRAL ASIA, Landlocked Developing Countries, North Asia",The Law enters into force from the date of its official publication.,ECOLEX_Legislation
Resolución Nº 764 - Norma de calidad del servicio técnico para las empresas distribuidoras del servicio público de electricidad y para los clientes conectados a la misma.,1998.0,Panama,"La presente Resolución aprueba la Norma de calidad del servicio técnico para las empresas distribuidoras del servicio público de electricidad y para los clientes conectados a la misma, con la finalidad de adecuar las empresas a las condiciones del control técnico y comercial.",https://www.ecolex.org/details/legislation/resolucion-no-764-norma-de-calidad-del-servicio-tecnico-para-las-empresas-distribuidoras-del-servicio-publico-de-electricidad-y-para-los-clientes-conectados-a-la-misma-lex-faoc122246/?type=legislation&xsubjects=Mineral+resources&page=3174,Energy, Regulation,"Energy conservation/energy production,Transport/storage,Internal trade,Royalties/fees,Non-governmental entity,Contract/agreement","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific, South-Eastern Pacific",,ECOLEX_Legislation
Resolución Nº 765 - Norma de calidad del servicio comercial para las empresas que presten el servicio público de distribución de electricidad.,1998.0,Panama,"La presente Resolución aprueba la Norma de calidad del servicio comercial para las empresas que presten el servicio público de distribución de electricidad, con la finalidad de adecuar las empresas a las condiciones del control técnico y comercial.",https://www.ecolex.org/details/legislation/resolucion-no-765-norma-de-calidad-del-servicio-comercial-para-las-empresas-que-presten-el-servicio-publico-de-distribucion-de-electricidad-lex-faoc122252/?type=legislation&xsubjects=Mineral+resources&page=3174,Energy, Regulation,"Energy conservation/energy production,Transport/storage,Internal trade,Royalties/fees,Non-governmental entity,Contract/agreement","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific, South-Eastern Pacific",,ECOLEX_Legislation
Regulation on the internal rules for the Nature Park,1998.0,Croatia,"This Regulation governs the protection, promotion and sustainable use of the Nature Park ""Kopacki rit"" and prescribes all necessary standards, requirements and offenses and penalties.",https://www.ecolex.org/details/legislation/regulation-on-the-internal-rules-for-the-nature-park-lex-faoc121868/?type=legislation&xsubjects=Mineral+resources&page=3174,Environment gen., Regulation,"Protected area,Public land,Environmental planning,Environmental standards","Europe, EUROPE AND CENTRAL ASIA, Mediterranean, Southern Europe",This Regulation enters into force eight days after its publication in the Official Gazette.,ECOLEX_Legislation
Law on agriculture.,1998.0,Switzerland,"The present Law is meant to ensure the conservation and promotion of agriculture. It regulates the enforcement of federal legislation on agriculture and forms the basis for cantonal measures to be issued at a later stage. It promotes a market-oriented agriculture within a sustainable exploitation of nature in harmony with the environment, society and economy. The Canton promotes, inter alia, the improvement of agricultural structures, as well as the creation and conservation of a healthy livestock. Article 2 establishes that the Canton appoints an Agriculture Commission advising the Agriculture Office both on basic questions and in the implementation of the cantonal agricultural policy. The text consists of 31 articles divided into 8 Parts as follows: General provisions (A); Competent authorities (B); Improvement of basic structures (C); Subsidies by the Canton (D); Production (E); Animal health and animal waste (F); Miscellaneous provisions (G); Final provisions (H).",https://www.ecolex.org/details/legislation/law-on-agriculture-lex-faoc081893/?type=legislation&xsubjects=Mineral+resources&page=3174,"Agricultural & rural development, Livestock", Legislation,"Agricultural development,Basic legislation,Financial agricultural measures,Subsidy/incentive,Institution,Special fund,Mountain area,Farming,Family farming,Agroecology,Animal production,Slaughtering,Pests/diseases,Animal health","Alps, Europe, EUROPE AND CENTRAL ASIA, North-East Atlantic, Western Europe",,ECOLEX_Legislation
Cantonal Forest Law.,1998.0,Switzerland,The present Act completes the federal legislation on forestry and promotes its enforcement. The text consists of 42 articles divided into 7 chapters as follows: General provisions (I); Protection of the forest against nuisance (II); Maintenance and use of the forest (III); Promotion measures (IV) Forestry organization (V); Penalties (VI); Final provisions (VII).,https://www.ecolex.org/details/legislation/cantonal-forest-law-lex-faoc071185/?type=legislation&xsubjects=Mineral+resources&page=3174,Forestry, Legislation,"Forestry protection measures,Forest management/forest conservation,Recreational forest,Subsidy/incentive,Offences/penalties","Alps, Europe, EUROPE AND CENTRAL ASIA, North-East Atlantic, Western Europe",The present Act enters into force on 1 April 1999.,ECOLEX_Legislation
Décret nº 98-361 relatif à l'agrément des organismes de surveillance de la qualité de l'air.,1998.0,France,"Le présent décret définit les conditions et la procédure d'agrément des organismes de surveillance de la qualité de l'air. Il prévoit que seuls pourront bénéficier d'un agrément les organismes remplissant certaines conditions sur le plan de l'organisation statutaire et des règles de fonctionnement. Ces organismes devront également adopter des procédures d'assurance de la qualité, en application de la directive européenne 9662 concernant l'évaluation et la gestion de la qualité de l'air ambiant. Le décret prévoit que les organismes informent la population sur les niveaux de qualité de l'air relèves et prévisibles dans leur zone de compétence et tiennent régulièrement informés les pouvoirs publics des résultats de leur surveillance. L’agrément est délivré par arrête du ministre charge de l'environnement. Cet agrément peut être suspendu ou retire si l'organisme ne remplit plus les conditions requises ou ne respecte pas ses obligations",https://www.ecolex.org/details/legislation/decret-no-98-361-relatif-a-lagrement-des-organismes-de-surveillance-de-la-qualite-de-lair-lex-faoc048086/?type=legislation&xsubjects=Mineral+resources&page=3174,Air & atmosphere, Regulation,"Air quality/air pollution,Institution,Pollution control","Alps, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, North Atlantic, North Sea, North-East Atlantic, Western Europe",,ECOLEX_Legislation
"Décret nº 98-360 du 6 mai 1998 relatif à la surveillance de la qualité de l'air et de ses effets sur la santé et sur l'environnement, aux objectifs de qualité de l'air, aux seuils d'alerte et aux valeurs limites.",1998.0,France,"Le présent décret porte dispositions relatives à la surveillance de la qualité de l'air et de ses effets sur la santé et sur l'environnement, aux objectifs de qualité de l'air, aux seuils d'alerte et aux valeurs limites. Un arrêté conjoint des ministres chargés de l'environnement, de la santé, de l'industrie et des transports précise les conditions de déclenchement des différentes mesures applicables aux sources fixes et mobiles de pollution, en fonction des niveaux de pollution mesurés, des évolutions prévisibles et de l'exposition de la population. Les organismes agréés de surveillance de la qualité de l'air mentionnés à l'article 3 de la loi du 30 décembre 1996 informent la population sur la qualité de l'air constatée et prévisible dans leur zone de compétence et diffusent éventuellement les recommandations sanitaires établies par l'autorité administrative compétente.",https://www.ecolex.org/details/legislation/decret-no-98-360-du-6-mai-1998-relatif-a-la-surveillance-de-la-qualite-de-lair-et-de-ses-effets-sur-la-sante-et-sur-lenvironnement-aux-objectifs-de-qualite-de-lair-aux-seuils-dalerte-et-aux-valeurs-limites-lex-faoc048085/?type=legislation&xsubjects=Mineral+resources&page=3174,Air & atmosphere, Regulation,"Access-to-information,Air quality/air pollution,Environmental planning,Early warning system/emergency intervention system,Environmental standards,Pollution control","Alps, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, North Atlantic, North Sea, North-East Atlantic, Western Europe",,ECOLEX_Legislation
Décret nº 98-362 relatif aux plans régionaux pour la qualité de l'air.,1998.0,France,"Le plan régional pour la qualité de l'air, prévu à l'article 5 de la loinº96-1236, comprend: 1) Une évaluation de la qualité de l'air dans la région considérée, au regard notamment des objectifs de qualité de l'air, et de son évolution prévisible; 2) Une évaluation des effets de la qualité de l'air sur la santé, sur les conditions de vie, sur les milieux naturels et agricoles et sur le patrimoine; 3) Un inventaire des principales émissions des substances polluantes distinguant, chaque fois que possible, pour chaque polluant considéré, les différentes catégories de sources et individualisant les sources les plus importantes, ainsi qu'une estimation de l'évolution de ces émissions; 4) Un relevé des principaux organismes qui contribuent dans la région à la connaissance de la qualité de l'air et de son impact sur l'homme et l'environnement. Le plan régional pour la qualité de l'air fixe, en tenant compte du coût et de l'efficacité des différentes actions possibles, des orientations visant à prévenir ou à réduire la pollution atmosphérique afin d'atteindre les objectifs de qualité de l'air ou afin que les niveaux des concentrations de polluants atmosphériques restent inférieurs aux niveaux retenus comme objectifs de qualité de l'air.",https://www.ecolex.org/details/legislation/decret-no-98-362-relatif-aux-plans-regionaux-pour-la-qualite-de-lair-lex-faoc047354/?type=legislation&xsubjects=Mineral+resources&page=3174,Air & atmosphere, Regulation,"Access-to-information,Air quality/air pollution,Environmental planning,Pollution control","Alps, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, North Atlantic, North Sea, North-East Atlantic, Western Europe",,ECOLEX_Legislation
"Presidential Decree No. 174 amending Presidential Order No. 346/94 “on reports of vessels bound for or leaving national ports and carrying dangerous or polluting goods, in compliance with EU Directive 93/75/EEC” as this was amended with Presidential Decree No. 211/97.",1998.0,Greece,"This Decree, in compliance with EU Directive 97/34/EC, amends the text of point d, article 2 (definitions) of Presidential Order No. 346 on reports of vessels bound for or leaving national ports and carrying dangerous or polluting goods.",https://www.ecolex.org/details/legislation/presidential-decree-no-174-amending-presidential-order-no-34694-on-reports-of-vessels-bound-for-or-leaving-national-ports-and-carrying-dangerous-or-polluting-goods-in-compliance-with-eu-directive-9375eec-as-this-was-amended-with-presidential-decree-no-21197-lex-faoc106349/?type=legislation&xsubjects=Mineral+resources&page=3174,"Sea, Environment gen.", Regulation,"Marine pollution,Pollution control","Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, Southern Europe",The Decree shall enter into force on the day of its publication in the Official Gazette.,ECOLEX_Legislation
Resolución Nº 760 - Normas de medición aplicables a los clientes regulados para el servicio público de distribución de electricidad.,1998.0,Panama,"La presente Resolución aprueba las normas de medición aplicables a los clientes regulados para el servicio público de distribución de electricidad, y que se aplica a todas las empresas que presten el servicio de distribución y comercialización.",https://www.ecolex.org/details/legislation/resolucion-no-760-normas-de-medicion-aplicables-a-los-clientes-regulados-para-el-servicio-publico-de-distribucion-de-electricidad-lex-faoc109462/?type=legislation&xsubjects=Mineral+resources&page=3174,Energy, Regulation,"Energy conservation/energy production,Institution,Non-governmental entity,Transport/storage,Internal trade,Royalties/fees","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific, South-Eastern Pacific",,ECOLEX_Legislation
Acuerdo Nº 146/98 - Restauración y defensa del patrimonio forestal.,1998.0,Nicaragua,"El Acuerdo Presidencial, que consta de 8 artículos, considerando que Nicaragua ha perdido más del 50 por ciento de su cobertura forestal original a lo largo de la segunda mitad del presente siglo, con el fin de regular, promover y extender las actividades forestales por todo el territorio nacional, establece como prioridad nacional la formulación y ejecución de los siguientes programas: 1) de reforestación que promueva el fomento de plantaciones forestales, propagación de la regeneración natural de bosques y desarrollo de sistemas agroforestales y silvopastorales; 2) de prevención y control de incendios forestales y deforestación que incluya la regulación, vigilancia y control sobre quemas y talas en bosques naturales o plantados y detenga la extracción irracional e insostenible de los recursos forestales y de vida silvestre; y 3) de educación ambiental. Se crea una Comisión Técnica para la Restauración y Defensa del Patrimonio Forestal que tendrá como meta la formulación de los programas antes mencionados. El Ministerio del Ambiente y los Recursos Naturales (MARENA) y el Ministerio de Agricultura y Ganadería revisarán, actualizarán y ejecutarán el Plan de Acción Forestal.",https://www.ecolex.org/details/legislation/acuerdo-no-14698-restauracion-y-defensa-del-patrimonio-forestal-lex-faoc014367/?type=legislation&xsubjects=Mineral+resources&page=3174,Forestry, Regulation,"Forest management/forest conservation,Forestry protection measures,Afforestation/reforestation,Forest fires,Subsidy/incentive,Institution","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
Decreto Nº 216/98 - Crea el Instituto Nacional de Protección Ambiental.,1998.0,Dominican Republic,"El Decreto, que consta de 18 artículos, crea el Instituto Nacional de Protección Ambiental (INPRA), como dependencia de la Presidencia de la República, como organismo responsable de la orientación y conducción de la política y gestión ambiental del Estado, a fin de desarrollar acciones que detengan el proceso de degradación de los ecosistemas y los riesgos a la salud que constituye la contaminación.",https://www.ecolex.org/details/legislation/decreto-no-21698-crea-el-instituto-nacional-de-proteccion-ambiental-lex-faoc017213/?type=legislation&xsubjects=Mineral+resources&page=3174,Environment gen., Regulation,"Institution,Ecosystem preservation,Pollution control,Monitoring","Americas, Caribbean, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North Atlantic, Small Island Developing States",,ECOLEX_Legislation
Decreto Supremo Nº 008/98/AG - Procedimiento de transferencia de terrenos en casos de superposición con zonas arqueológicas.,1998.0,Peru,"El presente Decreto, que consta de 2 artículos, precisa la documentación que deberá presentarse en procedimientos de transferencia de terrenos eriazos en casos de superposición con zonas arqueológicas.",https://www.ecolex.org/details/legislation/decreto-supremo-no-00898ag-procedimiento-de-transferencia-de-terrenos-en-casos-de-superposicion-con-zonas-arqueologicas-lex-faoc020096/?type=legislation&xsubjects=Mineral+resources&page=3175,Land & soil, Regulation,"Public land,Transfer,Legal proceedings/administrative proceedings","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Resolución Nº 1.717 - Requisitos para internación de material vegetal de producción in vitro.,1998.0,Chile,"La presente Resolución establece los requisitos respecto a internación de material vegetal de producción in vitro, que es aquel producido mediante la técnica de excisión de una parte de material vegetal, y su subsecuente inoculación y crecimiento en un medio semisólido o líquido en condiciones asépticas. La internación al país de material vegetal proveniente de cultivo de tejido in vitro deberá estar amparado por un certificado fitosanitario de la autoridad fitosanitaria oficial del país de origen, en cuyas declaraciones adicionales se consigne que el material a internar ha sido producido por medio de la técnica de cultivo de tejido o cultivo in vitro. No se considerarán en esta resolución el cultivo de plantas ya sean plántulas y/o estaquillas enraizadas en agar, las cuales serán normadas caso a caso por el Departamento de Protección Agrícola.",https://www.ecolex.org/details/legislation/resolucion-no-1717-requisitos-para-internacion-de-material-vegetal-de-produccion-in-vitro-lex-faoc021758/?type=legislation&xsubjects=Mineral+resources&page=3175,"Forestry, Cultivated plants", Regulation,"Timber,Afforestation/reforestation,Transport/storage,Pests/diseases,Planting material/seeds,Forest management/forest conservation,Packaging/labelling,Fruits/edible nuts,Vegetables/legumes,Floriculture,Hygiene/sanitary procedures","Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South Atlantic, South-Eastern Pacific",,ECOLEX_Legislation
Decreto Nº 90 - Crea Consejo de Desarrollo Sustentable.,1998.0,Chile,"El presente Decreto crea, como órgano asesor del Presidente de la República, el Consejo de Desarrollo Sustentable, cuya función principal será el estudio y la proposición de acciones de impulso y resguardo del desarrollo sustentable, cometido que se materializará mediante una acción concertada de agentes públicos y privados, con el objeto de asegurar la participación de diferentes grupos sociales nacionales en los procesos de toma de decisión relativos a dichos propósitos. Corresponderá al Consejo: a) informarse anualmente del estado del desarrollo sustentable del país; b) presentar al Presidente de la República un informe que contenga una visión concertada del desarrollo sustentable a mediano y largo plazo; c) presentar al Presidente de la República, en un documento de público conocimiento, sus sugerencias y propuestas en materia de desarrollo sustentable.",https://www.ecolex.org/details/legislation/decreto-no-90-crea-consejo-de-desarrollo-sustentable-lex-faoc021625/?type=legislation&xsubjects=Mineral+resources&page=3175,Environment gen., Regulation,"Agricultural development,Institution,Environmental standards,Sustainable development,Indigenous peoples","Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South Atlantic, South-Eastern Pacific",,ECOLEX_Legislation
Regulation on fixing prices of agricultural land.,1998.0,Bulgaria,"This Regulation hereby determines the rules, factors to be observed and other necessary conditions governing over the official method for establishing of prices (effective monetary value of farmland necessary for buying, selling, exchange, and/or other transaction between the state and individuals or legal entities) of agricultural land (present and classified as such on the territory of the Republic of Bulgaria).",https://www.ecolex.org/details/legislation/regulation-on-fixing-prices-of-agricultural-land-lex-faoc164849/?type=legislation&xsubjects=Mineral+resources&page=3175,Agricultural & rural development, Regulation,"Agricultural land,Legal proceedings/administrative proceedings,Classification/declassification","Black Sea, Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, European Union Countries",This Regulation enters into force on the day of its publication in the Official Gazette.,ECOLEX_Legislation
